License #,Status,Entity Name,Trade Name,Address,Class,Type 
A BRA -076726,Active,"Vulcan, LLC",McClellan's Retreat,"2031 FLORIDA AVE NW, Washington, DC 20008",C,Tavern 
A BRA -076906,Active,1010 V Llc,Living Room,"1010 Vermont AVE NW, Washington, DC 20005",C,Tavern 
A BRA -077455,Active,Jlar LLC,District 2 Bar & Grille,"3238 WISCONSIN AVE NW, Washington, DC 20007",C,Tavern 
A BRA -078057,Active,"Pocomo, LLC",Bayou,"2519 PENNSYLVANIA AVE NW, Washington, DC 20037",C,Tavern 
A BRA -078443,Active,915 U LLC,Velvet Lounge,"915 U ST NW, Washington, DC 20001",C,Tavern 
A BRA -079370,Active,"MDM, LLC",Takoma Station Tavern,"6914 4TH ST NW, WASHINGTON, DC 20012",C,Tavern 
A BRA -079644,Active,"2408 Wisconsin Avenue, LLC",Mason Inn,"2408 WISCONSIN AVE NW, Washington, DC 20007",C,Tavern 
A BRA -082211,Active,"Local 11, LLC",Maple,"3418 11TH ST NW, Washington, DC 20010",C,Tavern 
A BRA -082350,Active,"TAG Ventures, Inc.",Bar 7,"1015 1/2 7TH ST NW, Washington, DC 20001",C,Tavern 
A BRA -082451,Active,ESL Development LLC,The BBQ Joint,"2005 14TH ST NW, Washington, DC 20009",C,Tavern 
A BRA -082646,Active,"Mad Hatter CT Ave, LLC",Mad Hatter,"1321 CONNECTICUT AVE NW, Washington, DC 20036",C,Tavern 
A BRA -082969,Active,Terfneh Kahsay,Salina Restaurant,"1936 9TH ST NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -083356,Active,"The Hamilton Restaurant Group, Inc.",Liberty Tree,"1016 H ST NE, WASHINGTON, DC 20002",C,Tavern 
A BRA -083420,Active,"Green Zebra, LLC",Lost Society,"2001 14TH ST NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -083695,Active,"Biergarten Haus, Inc.",Biergarten Haus,"1355 H ST NE, WASHINGTON, DC 20002",C,Tavern 
A BRA -083822,Active,Chapter II Corp.,Atlas Arcade/Church & State,"1236 H ST NE, WASHINGTON, DC 20002",C,Tavern 
A BRA -083926,Active,"Notta Bike or Bar, LLC",Joint Chiefs,"3400 11TH ST NW, WASHINGTON, DC 20010",C,Tavern 
A BRA -083981,Active,Chinatown Coffee Company LLC,Chinatown Coffee Company,"475 H ST NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -084184,Active,"Good Life 1831 M, LLC",Second State,"1831 M ST NW, WASHINGTON, DC 20036",C,Tavern 
A BRA -084577,Active,"H & H, LLC",American Ice Company,"917 V ST NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -084731,Active,"Desperados Pizza, LLC",Desperados Pizza,"1342 U ST NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -086063,Active,"Doughboy Enterprises, LLC",Mellow Mushroom,"2436 18TH ST NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -086205,Active,"Flora Restaurant and Lounge, LLC",Ghion Restaurant and Lounge,"2010 9TH ST NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -086231,Active,SBII LLC,The Codmother,"1334 U ST NW, #A, WASHINGTON, DC 20009",C,Tavern 
A BRA -086233,Active,SBI LLC,T ouchdown,"1334 U ST NW, #B, WASHINGTON, DC 20009",C,Tavern 
A BRA -086354,Active,"Second Home, LLC",Number Nine,"1435 P ST NW, WASHINGTON, DC 20005",C,Tavern 
A BRA -086545,Active,"2500 Pennsylvania Avenue Investors, LLC",Avenue Suites/A Bar,"2500 PENNSYLVANIA AVE NW, WASHINGTON, DC 20037",C,Tavern 
A BRA -086789,Active,Capitol City Brewing Company LLC,Penthouse Pool & Lounge,"1612 U ST NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -087106,Active,Pierre LLC,Larrys Lounge,"1840 18th ST NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -087296,Active,"H2, LLC",Satellite Room,"2047 9TH ST NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -087398,Active,"Drane Flannery Restaurant, LLC",The Big Board,"421 H ST NE, WASHINGTON, DC 20002",C,Tavern 
A BRA -087668,Active,Cafe AKA White House LLC,Cafe AKA,"1710 H ST NW, WASHINGTON, DC 20006",C,Tavern 
A BRA -087685,Active,Good Life 1207 LLC.,Irish Whiskey,"1207 19TH ST NW, WASHINGTON, DC 20036",C,Tavern 
A BRA -087703,Active,"3813 GA Avenue, LLC",Chez Billy,"3813 GEORGIA AVE NW, WASHINGTON, DC 20011",C,Tavern 
A BRA -088059,Active,"Hawk N' Dove Entertainment, LLC",Hawk N' Dove,"329 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",C,Tavern 
A BRA -088106,Active,"The Board Room DC, LLC",Board Room,"1737 CONNECTICUT AVE NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -088119,Active,Twin T's LLC,DC Shenanigans,"2450 18th ST NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -088179,Active,"All Souls, LLC",All Souls,"725 T ST NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -088290,Active,"Solomon Enterprises, LLC",Climax Restaurant & Hookah Bar,"900 FLORIDA AVE NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -088333,Active,"A DC Restaurant Group, LLC",The Pinch,"3548 14TH ST NW, WASHINGTON, DC 20010",C,Tavern 
A BRA -088772,Active,"New Asylum, LLC",Smoke & Barrel,"2471 18TH ST NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -088785,Active,HGH 1610 LLC,Ghibellina/Sotto,"1610 14TH ST NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -089186,Active,"Spo-dee-o-dee, LLC",The Showtime,"113 RHODE ISLAND AVE NW, WASHINGTON, DC 20002",C,Tavern 
A BRA -089342,Active,"Rose's Dream, Inc.",Roses Dejavu,"1378 H ST NE, WASHINGTON, DC 20002",C,Tavern 
A BRA -089491,Active,Connecticut Avenue NW LLC,The Uptown Tap House,"3412 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Tavern 
A BRA -089981,Active,Pleasure Eats Inc,Righteous Cheese,"1309 5TH ST NE, #502, WASHINGTON, DC 20002",C,Tavern 
A BRA -089982,Active,"Rappahannock Oyster Bar, LLC",Rappahannock Oyster Bar,"1309 5TH ST NE, WASHINGTON, DC 20002",C,Tavern 
A BRA -090196,Active,"Civil Lounge, LLC",Civil,"5335 WISCONSIN AVE NW, WASHINGTON, DC 20015",C,Tavern 
A BRA -090204,Active,"La Kazbah, LLC",Aura Lounge,"2147 P ST NW, WASHINGTON, DC 20037",C,Tavern 
A BRA -090214,Active,HHLP DC Convention Center,Hampton Inn - DC Convention Center,"901 6th ST NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -090274,Active,"Hache Lounge, LLC",Hache Lounge,"441 KENNEDY ST NW, WASHINGTON, DC 20011",C,Tavern 
A BRA -090397,Active,Buffalo & Bergen LLC,Buffalo & Bergen,"1309 5TH ST NE, WASHINGTON, DC 20002",C,Tavern 
A BRA -090424,Active,THE FAB LOUNGE INC.,SAFARI RESTAURANT AND LOUNGE,"4306 GEORGIA AVE NW, WASHINGTON, DC 20011",C,Tavern 
A BRA -090527,Active,Avery's LLC,Avery's Bar and Lounge,"1370 H ST NE, WASHINGTON, DC 20002",C,Tavern 
A BRA -090823,Active,Brilliant LLC,Flash,"645 FLORIDA AVE NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -091022,Active,Sunflower Inc.,FLAVORS OF INDIA/MARSHALL'S BAR,"2524 L ST NW, WASHINGTON, DC 20037",C,Tavern 
A BRA -091434,Active,BLACK WHISKEY LLC,Black Whiskey,"1410 14TH ST NW, WASHINGTON, DC 20005",C,Tavern 
A BRA -091618,Active,"8TH STREET, LLC",TREE HOUSE LOUNGE,"1006 FLORIDA AVE NE, Washington, DC 20002",C,Tavern 
A BRA -092012,Active,"Ching, LLC",Uproar,"639 FLORIDA AVE NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -092059,Active,"Bravo Lounge, LLC",Bravo Lounge,"2917 GEORGIA AVE NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -092074,Active,Toro Bar Corporation,La Troja Billar,"3708 14TH ST NW, WASHINGTON, DC 20010",C,Tavern 
A BRA -000523,Active,"Woodward Bros., Inc.",The Rhino-bar & Pumphouse,"3295 M ST NW, Washington, DC 20007",C,Tavern 
A BRA -000559,Active,Tune Inn Inc.,Tune Inn Restaurant,"331 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",C,Tavern 
A BRA -000755,Active,CRV Corporation,The Bottom Line,"1716 I ST NW, #A, Washington, DC 20006",C,Tavern 
A BRA -000785,Active,Clinnie M Dickens,Dan's Cafe,"2315 18TH ST NW, Washington, DC 20009",C,Tavern 
A BRA -000869,Active,The New 7307 Inc,Charlies,"7307 GEORGIA AVE NW, Washington, DC 20012",C,Tavern 
A BRA -000927,Active,Chowder House Inc,Mr. Smith's of Georgetown,"3205 K ST NW, WASHINGTON, DC 20007",C,Tavern 
A BRA -000939,Active,"Jim Dolan's, Inc.",Kellys Irish Times,"14 F ST NW, Washington, DC 20001",C,Tavern 
A BRA -001200,Active,Allen J. Carroll,Phase I,"525 8TH ST SE, Washington, DC 20003",C,Tavern 
A BRA -001330,Active,Dubliner Inc,The Dubliner,"4 F ST NW, Washington, DC 20001",C,Tavern 
A BRA -005811,Active,Madrid Inc.,Madrid Restaurant,"1714 CONNECTICUT AVE NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -005864,Active,Murray C Warren Inc,Raven Grill,"3125 MT PLEASANT ST NW, Washington, DC 20010",C,Tavern 
A BRA -009267,Active,TCR Inc,Jr's Bar and Grill,"1519 17TH ST NW, Washington, DC 20036",C,Tavern 
A BRA -009870,Active,Pershing Associates A DC Limited Partnership,The Occidental,"1475 PENNSYLVANIA AVE NW, Washington, DC 20005",C,Tavern 
A BRA -011277,Active,Backdoor Inc.,Bachelor's Mill/Back Door Pub,"1104 8TH ST SE, Washington, DC 20003",C,Tavern 
A BRA -012509,Active,Gibson Associates Incorporated,Columbus Club,"50 MASSACHUSETTS AVE NE, #B, Washington, DC 20002",C,Tavern 
A BRA -013327,Active,Ark DC Kiosk Inc,Center Cafe,"50 MASSACHUSETTS AVE NE, #E, Washington, DC 20002",C,Tavern 
A BRA -013377,Active,"Pizzeria Uno of Union Station, Inc.",Uno Chicago Grill,"50 MASSACHUSETTS AVE NE, #F, Washington, DC 20002",C,Tavern 
A BRA -014419,Active,"The Fireplace Restaurant, Inc.",The Fireplace,"2161 P ST NW, Washington, DC 20008",C,Tavern 
A BRA -016642,Active,"PMF, Inc.",The Improvisation,"1140 CONNECTICUT AVE NW, Washington, DC 20036",C,Tavern 
A BRA -016838,Active,"Capitol City Brewing Company, LLC",Capital City Brewing Company,"1100 NEW YORK AVE NW, #A, Washington, DC 20005",C,Tavern 
A BRA -019007,Active,Atomic Billards Corporation,Atomic Billiards,"3427 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Tavern 
A BRA -019008,Active,"Bedrock Billiards, Inc.",Bedrock Billiards,"1841 COLUMBIA RD NW, #B, Washington, DC 20009",C,Tavern 
A BRA -019333,Active,1345 Corporation,The Big Hunt,"1345 CONNECTICUT AVE NW, Washington, DC 20036",C,Tavern 
A BRA -020234,Active,"Planet F, Inc.",Lucky Bar,"1221 CONNECTICUT AVE NW, Washington, DC 20036",C,Tavern 
A BRA -020480,Active,Buffalo Billiards Corporation,Buffalo Billiards Corporation,"1330 19TH ST NW, Washington, DC 20036",C,Tavern 
A BRA -021211,Active,Yfe Inc.,18th Street Lounge,"1212 18TH ST NW, Washington, DC 20036",C,Tavern 
A BRA -021562,Active,J.W.B. Inc,Harry's,"436 11TH ST NW, Washington, DC 20004",C,Tavern 
A BRA -021925,Active,Jamie T. Carrillo,Don Jaime,"3209 MT PLEASANT ST NW, Washington, DC 20010",C,Tavern 
A BRA -023601,Active,Am & Eve Corporation,The Capitol Lounge,"229 PENNSYLVANIA AVE SE, Washington, DC 20003",C,Tavern 
A BRA -024057,Active,"Walnut Brewery, Inc.",District Chophouse & Brewery,"509 7TH ST NW, Washington, DC 20004",C,Tavern 
A BRA -024663,Active,NHV Corporation,Haydee's Restaurant,"3102 MT PLEASANT ST NW, Washington, DC 20010",C,Tavern 
A BRA -024778,Active,Mec Inc,Turntable Restaurant,"5802 GEORGIA AVE NW, Washington, DC 20011",C,Tavern 
A BRA -024972,Active,"The Aroma Company, Inc.",Ripple,"3415 CONNECTICUT AVE NW, Washington, DC 20008",C,Tavern 
A BRA -025273,Active,2461 Corporation,Madam's Organ,"2461 18TH ST NW, Washington, DC 20009",C,Tavern 
A BRA -025546,Active,"JHM, LLC",Chads Friendship Heights,"5247 WISCONSIN AVE NW, #000C1, Washington, DC 20015",C,Tavern 
A BRA -025663,Active,Washington Irish Pub LLC,Fado Irish Pub & Restaurant,"804 7TH ST NW, Washington, DC 20001",C,Tavern 
A BRA -025996,Active,"Johanna's, Inc",Johana's Restaurant,"4728 14TH ST NW, WASHINGTON, DC 20011",C,Tavern 
A BRA -026466,Active,"Marabu, Inc.",Bukom Cafe,"2442 18TH ST NW, Washington, DC 20009",C,Tavern 
A BRA -026519,Active,"1624 U Street, Inc.",Chi-Cha Lounge,"1624 U ST NW, Washington, DC 20009",C,Tavern 
A BRA -060040,Active,"Club Cinema Of Mazza, Inc.",Club Cinema,"5300 WISCONSIN AVE NW, Washington, DC 20016",C,Tavern 
A BRA -060298,Active,"Irish Channel, LLC",Irish Channel Restaurant,"500 H ST NW, #A, Washington, DC 20001",C,Tavern 
A BRA -060380,Active,Twins Inc.,Twin Jazz,"1344 U ST NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -060456,Active,Saint-Ex Group LLC,Cafe Saint-Ex,"1847 14TH ST NW, Washington, DC 20009",C,Tavern 
A BRA -060457,Active,Lounge 201 Llc,The 201 Bar,"201 D ST NE, Washington, DC 20002",C,Tavern 
A BRA -060477,Active,AQUA NYA LLC.,Aqua Restaurant,"1818 NEW YORK AVE NE, #A, Washington, DC 20002",C,Tavern 
A BRA -060581,Active,"Matchbox, LLC",The Matchbox,"711 H ST NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -060583,Active,"Love The Beer, Inc.",R F D Washington,"810 7TH ST NW, Washington, DC 20001",C,Tavern 
A BRA -060738,Active,"Hyppocampe, Inc.",Bistro Doc,"518 10TH ST NW, Washington, DC 20004",C,Tavern 
A BRA -070520,Active,"Billy Goat DC, Inc.",Billy Goat Tavern & Grill,"500 NEW JERSEY AVE NW, Washington, DC 20001",C,Tavern 
A BRA -070728,Active,Etete Ethiopian Cuisine Llc,Etete Ethiopian Cuisine,"1942 9TH ST NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -071086,Active,MCHAP Inc.,The Saloon,"1205 U ST NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -071113,Active,"The Doghouse Companies, LLC",W Domku,"821 UPSHUR ST NW, WASHINGTON, DC 20011",C,Tavern 
A BRA -071333,Active,51st LLC,The 51st State Tavern,"2512 L ST NW, Washington, DC 20037",C,Tavern 
A BRA -071352,Active,"1420 Pennsy, LLC",Trusty's Bar,"1420 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",C,Tavern 
A BRA -071676,Active,"RPM Restaurant, LLC",Shelly's Back Room,"1331 F ST NW, Washington, DC 20005",C,Tavern 
A BRA -071698,Active,"James Mackey Investors,l.P.",Mackey's,"1823 L ST NW, Washington, DC 20036",C,Tavern 
A BRA -071833,Active,Hunam Inn Inc.,Cobalt/ 30 Degrees/Level One,"1639 R ST NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -072023,Active,"The Old Siam, LLC",Nana Thai,"406 8TH ST SE, Washington, DC 20003",C,Tavern 
A BRA -074353,Active,"Tea Room, LLC",Science Club,"1136 19TH ST NW, Washington, DC 20036",C,Tavern 
A BRA -074503,Active,"Green Island Heaven and Hell, Inc.",The Green Island Cafe/Heaven & Hell,"2327 18TH ST NW, Washington, DC 20009",C,Tavern 
A BRA -074765,Active,"The Whiskey, LLC",The Looking Glass Lounge at Temperance Hall,"3634 GEORGIA AVE NW, Washington, DC 20010",C,Tavern 
A BRA -074895,Active,"Mahogany, LLC",The Tap & Parlour/Bohemian Caverns,"2001 11TH ST NW, #A, Washington, DC 20001",C,Tavern 
A BRA -074970,Active,"Comet Investors, Lp",Rocket Bar,"714 7TH ST NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -075642,Active,"Harriets, Llc",Harriets,"432 11TH ST NW, Washington, DC 20004",C,Tavern 
A BRA -075915,Active,"Hamilton Restaurant Group, Inc.",Hamilton's Bar & Grill,"233 2ND ST NW, Washington, DC 20001",C,Tavern 
A BRA -076039,Active,"Top Shelf, LLC",Penn Quarter Sports Tavern,"639 INDIANA AVE NW, Washington, DC 20004",C,Tavern 
A BRA -076166,Active,"2007 14th Street Productions, LLC",Marvin,"2007 14TH ST NW, Washington, DC 20009",C,Tavern 
A BRA -076260,Active,"Langston Bar & Grille, LLC",Langston Bar & Grille,"1831 BENNING RD NE, Washington, DC 20002",C,Tavern 
A BRA -076279,Active,Nanny O's LLC,Nanny O'Brien's Irish Pub,"3319 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Tavern 
A BRA -076330,Active,"Jvlhc, LLC",Jimmy Valentine's Lonely Hearts Club,"1103 BLADENSBURG RD NE, Washington, DC 20002",C,Tavern 
A BRA -082215,Safekeeping,"Georgia Avenue Media Lounge, LLC",Parkview Patio,"3632 GEORGIA AVE NW, WASHINGTON, DC 20010",C,Tavern 
A BRA -087508,Safekeeping,Aida Woldeslassie,Nati Hookah Bar,"2839 GEORGIA AVE NW, WASHINGTON, DC 20001",C,Tavern 
A BRA -093419,Safekeeping,Karen A. Abbott,To Be Determined,"5413 GEORGIA AVE NW, WASHINGTON, DC 20011",C,Tavern 
A BRA -101283,Safekeeping,"RCPG- 22P, LLC",To Be Determined,"1415 22ND ST NW, WASHINGTON, DC 20037",C,Tavern 
A BRA -017940,Safekeeping,Krakatoa Inc,Chief Ike's Mambo Room,"1723 COLUMBIA RD NW, WASHINGTON, DC 20009",C,Tavern 
A BRA -023516,Safekeeping,Souss Corporaton,Utopia Bar & Grill,"1416 U ST NW, #B, Washington, DC 20009",C,Tavern 
A BRA -076233,Safekeeping,POW LLC,Show Bar,"1210 H ST NE, Washington, DC 20002",C,Tavern 
A BRA -060397,Active,"RIDC, LLC",Residence Inn/Wash.DC/Thomas Circle,"1199 VERMONT AVE NW, Washington, DC 20005",D,Hotel 
A BRA -098753,Active,"Potomac Riverboat Company, LLC",Matthew Hayes,"205 The Strand, Alexandria, VA 22314",D,Marine Vessel 
A BRA -098753- 2,Active,"Potomac Riverboat Company, LLC",Commander Jacques,"205 The Strand, Alexandria, VA 22314",D,Marine Vessel 
