License #,Status,Entity Name,Trade Name,Address,Class,Type 
A BRA -072215,Active,"Blue Nile Liquors, LLC",Rhode Island Liquor,"1812 HAMLIN ST NE, WASHINGTON, DC 20018",A,Retail - Liquor Store 
A BRA -072300,Active,"Kochhar, Inc.",S&S Liquors,"6925 4TH ST NW, Washington, DC 20012",A,Retail - Liquor Store 
A BRA -072301,Active,"Sylvia & David Industries, Inc",Sosnick's Liquor,"2318 4TH ST NE, Washington, DC 20002",A,Retail - Liquor Store 
A BRA -072334,Active,MMGZ Incorporated,Benmoll Liquors,"1700 U ST NW, Washington, DC 20009",A,Retail - Liquor Store 
A BRA -072429,Active,"Khang's Liquor, Inc.",AB Liquors,"1803 COLUMBIA RD NW, Washington, DC 20009",A,Retail - Liquor Store 
A BRA -072626,Active,"Hundal, Inc.",Petworth Liquors,"3210 GEORGIA AVE NW, Washington, DC 20010",A,Retail - Liquor Store 
A BRA -073058,Active,In Ja Kim,Chinatown Liquor,"602 H ST NW, Washington, DC 20001",A,Retail - Liquor Store 
A BRA -073781,Active,"Bowen Enterprise, Inc.",Bowen Discount,"4510 BOWEN RD SE, Washington, DC 20019",A,Retail - Liquor Store 
A BRA -074429,Active,"Kanu, Inc.",1 West Dupont Circle Wine & Liquors,"2012 P ST NW, Washington, DC 20036",A,Retail - Liquor Store 
A BRA -074594,Active,"18th & D Liquors, Inc.",Master Liquors,"1806 D ST NE, Washington, DC 20002",A,Retail - Liquor Store 
A BRA -074663,Active,Hwan P. Eun,West End Market,"2424 PENNSYLVANIA AVE NW, Washington, DC 20037",A,Retail - Liquor Store 
A BRA -074791,Active,"Giant Enterprises, Inc.",Giant Liquors,"3504 GEORGIA AVE NW, WASHINGTON, DC 20010",A,Retail - Liquor Store 
A BRA -074960,Active,"Parki, Inc.",Imperial Liquors,"1050 17TH ST NW, #A, Washington, DC 20036",A,Retail - Liquor Store 
A BRA -074972,Active,Duk Lee,Lee Tower Market,"4201 CATHEDRAL AVE NW, Washington, DC 20016",A,Retail - Liquor Store 
A BRA -075512,Active,"Kamvs, LLC",Van Ness Liquors,"4201 CONNECTICUT AVE NW, #A, Washington, DC 20008",A,Retail - Liquor Store 
A BRA -075614,Active,"Capitol 1 DC, LLC",Greenway Liquors,"3700 MINNESOTA AVE NE, Washington, DC 20019",A,Retail - Liquor Store 
A BRA -075647,Active,"Joo Family, Inc",J J Liquors,"1211 BRENTWOOD RD NE, Washington, DC 20018",A,Retail - Liquor Store 
A BRA -075977,Active,"First Vine, LLC",First Vine,"4221 CONNECTICUT AVE NW, WASHINGTON, DC 20008",A,Retail - Liquor Store 
A BRA -076250,Active,"Fikre Market, Inc.",Capitol View Market,"4920 CENTRAL AVE NE, Washington, DC 20019",A,Retail - Liquor Store 
A BRA -076393,Active,"YDK, Inc.",Guilford Liquor,"446 RHODE ISLAND AVE NW, Washington, DC 20001",A,Retail - Liquor Store 
A BRA -076573,Active,"KYS, Inc.",Kovaks Liquors,"1237 MOUNT OLIVET RD NE, WASHINGTON, DC 20002",A,Retail - Liquor Store 
A BRA -076574,Active,"Yulees, Inc.",Kennedy Liquors,"5501 1ST ST NW, Washington, DC 20011",A,Retail - Liquor Store 
A BRA -077016,Active,"WJ Globe, Inc.",Young's Globe Liquors,"4520 BENNING RD SE, Washington, DC 20019",A,Retail - Liquor Store 
A BRA -077295,Active,"Dixie Liquors, Inc.",Dixie Liquors,"3429 M ST NW, WASHINGTON, DC 20007",A,Retail - Liquor Store 
A BRA -077335,Active,"Ventura, LLC",Albert's Liquors,"328 KENTUCKY AVE SE, WASHINGTON, DC 20003",A,Retail - Liquor Store 
A BRA -077663,Active,"Promise, Inc.",Tunnel Fine Wines & Spirit,"311 H ST NW, Washington, DC 20001",A,Retail - Liquor Store 
A BRA -077798,Active,CAH Inc.,Westchester Market,"4000 CATHEDRAL AVE NW, #B, WASHINGTON, DC 20016",A,Retail - Liquor Store 
A BRA -078013,Active,"JH & YJ, Inc.",Fairfax Liquors,"3851 PENNSYLVANIA AVE SE, Washington, DC 20020",A,Retail - Liquor Store 
A BRA -078014,Active,"R&P Enterprises, LLC",Tenley Wine & Liquors,"4525 Wisconsin AVE NW, WASHINGTON, DC 20016",A,Retail - Liquor Store 
A BRA -078174,Active,"Y&D&S, Inc.",Sammys Liquor,"2725 BLADENSBURG RD NE, Washington, DC 20018",A,Retail - Liquor Store 
A BRA -078204,Active,"Skip's Liquors, LLC",Skip's Liquors,"405 61ST ST NE, Washington, DC 20019",A,Retail - Liquor Store 
A BRA -078964,Active,"Continental Wine & Liquor, LLC",Continental Wine & Liquor,"1100 VERMONT AVE NW, Washington, DC 20005",A,Retail - Liquor Store 
A BRA -079241,Active,"Y.O.K., Inc.",Super Liquors,"1633 NORTH CAPITOL ST NE, Washington, DC 20002",A,Retail - Liquor Store 
A BRA -079795,Active,Connect Corporation,M & S Market,"213 UPSHUR ST NW, Washington, DC 20011",A,Retail - Liquor Store 
A BRA -102696,Active,"Grape Intentions, Inc.",Grape Intentions Inc.,"175 R ST NE, WASHINGTON, DC 20002",A,Retail - Liquor Store 
A BRA -102765,Active,"Rite Aid of Washington, D.C, Inc.",Rite Aid #6734,"2255 WISCONSIN AVE NW, WASHINGTON, DC 20007",A,Retail - Liquor Store 
A BRA -103161,Active,"WINE ROOT, INC.",New Congressional Liquor,"404 1ST ST SE, WASHINGTON, DC 20003",A,Retail - Liquor Store 
A BRA -103150,Active,"Noma Spirits and Wines, Inc.",Oasis Market,"1179 3RD ST NE, WASHINGTON, DC 20002",A,Retail - Liquor Store 
A BRA -000178,Active,Sav-on Liquors Inc.,Sav-on Liquors,"1414 14TH ST NW, Washington, DC 20005",A,Retail - Liquor Store 
A BRA -076197,Active,"Lim Enterprises, Corp",Press Liquors,"525 14 ST NW, Washington, DC 20004",A,Retail - Liquor Store 
A BRA -083118,Safekeeping,"QUEEN OF THE MOON, INC.",NONE AT THIS TIME,"1815 COLUMBIA RD NW, WASHINGTON, DC 20009",A,Retail - Liquor Store 
A BRA -096294,Safekeeping,Staples Beer & Wine Grocery LLC,Staples Beer & Wine Grocery LLC,"1364 FLORIDA AVE NE, WASHINGTON, DC 20002",A,Retail - Liquor Store 
A BRA -100017,Safekeeping,ZEMA INC,To Be Determined,"WAY, WASHINGTON, DC",A,Retail - Liquor Store 
A BRA -000014,Safekeeping,John A Booker Jr Inc t/a Coast In Liquors,Coast In Liquors,"301 FLORIDA AVE NE, Washington, DC 20002",A,Retail - Liquor Store 
A BRA -021877,Safekeeping,Dennis S. Hodge - Family Liquors,Family Liquors,"710 H ST NE, Washington, DC 20002",A,Retail - Liquor Store 
A BRA -024362,Safekeeping,,Uptown Wine and Spirits,"4704 14TH ST NW, WASHINGTON, DC 20011",A,Retail - Liquor Store 
A BRA -060113,Safekeeping,"Lin's Enterprises, LLC",Columbia Wine & Liquors,"1151 BLADENSBURG RD NE, Washington, DC 20002",A,Retail - Liquor Store 
A BRA -060622,Safekeeping,"Brentwood Liquors, Inc.t/a Brentwood Liquors",Brentwood Liquors,"1319 RHODE ISLAND AVE NE, Washington, DC 20018",A,Retail - Liquor Store 
A BRA -074611,Safekeeping,"SD Liquors, Inc t/a Al's Liquor",Al's Liquor,"4009 SOUTH CAPITOL ST SW, Washington, DC 20032",A,Retail - Liquor Store 
A BRA -075139,Safekeeping,"Keum Soo's Food, Inc.",Best D C Supermarket,"1507 U ST NW, Washington, DC 20009",A,Retail - Liquor Store 
A BRA -081775,Active,"Tradewinds Specialty Imports, LLC",Tradewinds Specialty Imports,"175 R ST NE, Washington, DC 20001",A,Wholesaler 
A BRA -082037,Active,"Speakeasy Spirits, LLC",Speakeasy Spirits,"175 R ST NE, Washington, DC 20002",A,Wholesaler 
A BRA -086140,Active,"Hop and Wine Beverages, LLC",Hop and Wine Beverages,"1344 4TH ST NE, WASHINGTON, DC 20002",A,Wholesaler 
A BRA -086591,Active,Southern Wine & Spirits of Maryland LLC,Southern Wine & Spirits of Maryland and DC,"3125 V ST NE, STE 1, WASHINGTON, DC 20018",A,Wholesaler 
A BRA -088660,Active,"Craft Wine & Spirits, LLC","Craft Wine & Spirits, LLC","5909 BLAIR RD NW, WASHINGTON, DC 20011",A,Wholesaler 
A BRA -089286,Active,"Margaret River Imports, LLC",Margaret River Import,"1201 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",A,Wholesaler 
A BRA -090244,Active,"Elite Wines Imports, Inc",Elite Wines,"2510 24th ST NE, WASHINGTON, DC 20002",A,Wholesaler 
A BRA -090975,Active,"Constantine Wines, Inc.","Constantine Wines, Inc.","2510 24TH ST NE, WASHINGTON, DC 20018",A,Wholesaler 
A BRA -091433,Active,"Legends Distributing of Washigton DC, LLC",Legends Distributing of Washington DC,"659 TAYLOR ST NE, WASHINGTON, DC 20017",A,Wholesaler 
A BRA -092190,Active,"C'est Vin, LLC",C'est Vin,"4221 CONNECTICUT AVE NW, WASHINGTON, DC 20008",A,Wholesaler 
A BRA -092739,Active,"Barrel One, Inc.",Barrel One,"500 EMERSON ST NE, WASHINGTON, DC 20011",A,Wholesaler 
A BRA -092845,Active,Prestige Beverage Group of DC LLC,Prestige Beverage Group,"175 R ST NE, WASHINGTON, DC",A,Wholesaler 
A BRA -093947,Active,"1412 Liquors, LLC",Pipetown Traders,"1412 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",A,Wholesaler 
A BRA -094679,Active,"Ledroit Brands, LLC",Ledroit Wines & Beer,"2510 24TH ST NE, WASHINGTON, DC 20018",A,Wholesaler 
A BRA -099023,Active,"Opici Family Distributing of the District of Columbia, LLC",Opici Family Distributing,"645 TAYLOR ST NE, WASHINGTON, DC 20017",A,Wholesaler 
A BRA -025022,Active,Bacchus Importers Limited,Bacchus,"2800 V ST NE, #A, Washington, DC 20018",A,Wholesaler 
A BRA -026023,Active,Capital Eagle Inc,Capital Eagle Inc.,"2815 V ST NE, Washington, DC 20018",A,Wholesaler 
A BRA -060290,Active,"Premium Distributors Of Washington DC, LLC",Premium Distributors,"3500 FT LINCOLN DR NE, Washington, DC 20018",A,Wholesaler 
A BRA -060408,Active,"The Country Vintner, Inc.","The Country Vintner, Inc.","3330 New York AVE NE, STE 103 A B, Washington, DC",A,Wholesaler 
A BRA -060518,Active,"Washington Wholesale Liquor Company, LLC",Breakthru Beverage Washington D.C.,"2800 V ST NE, #B, Washington, DC 20018",A,Wholesaler 
A BRA -060731,Active,"Dops, Inc.","Dops, Inc.","2611 EVARTS ST NE, Washington, DC 20018",A,Wholesaler 
A BRA -075971,Active,"Vini, Inc.","Vini, Inc.","5766 2ND ST NE, Washington, DC 20011",A,Wholesaler 
A BRA -076499,Active,"Republic National Distributing Company, LLC",Republic National Distributing Company,"4235 SHERIFF RD NE, Washington, DC 20019",A,Wholesaler 
A BRA -088238,Active,"Roanoke Valley DC, LLC",Roanoke Valley,"4221 Connecticut AVE NW, #T29- T30, WASHINGTON, DC 20008",A,Wholesaler 
A BRA -093639,Active,"IL Pioppo, LLC",IL Pioppo,"2052 WEST VIRGINIA AVE NE, WASHINGTON, DC 20002",A,Wholesaler 
A BRA -097321,Active,Madidus LLC,Madidus LLC,"2215 5TH ST NE, WASHINGTON, DC 20002",A,Wholesaler 
A BRA -078871,Active,"Young Won Trading, Inc.",Young Won,"1336 5TH ST NE, Washington, DC 20002",A,Wholesaler 
A BRA -085083,Active,"DC Brau Brewing, LLC",DC Brau Brewing,"3178 BLADENSBURG RD NE, WASHINGTON, DC 20018",B,Manufacturer 
A BRA -087686,Active,"Three Stars Brewing Company, LLC",3 Stars Brewing Company,"6400 CHILLUM PL NW, WASHINGTON, DC 20012",B,Manufacturer 
A BRA -091282,Active,Atlas Brew Works LLC,Atlas Brew Works,"2052 WEST VIRGINIA AVE NE, #102, WASHINGTON, DC 20002",B,Manufacturer 
A BRA -093500,Active,"Hellbender Brewing Company,LLC",Hellbender Brewing Company LLC,"5788 2ND ST NE, WASHINGTON, DC 20011",B,Manufacturer 
A BRA -078242,Active,"E & K, Limited Liability Company",13th Street Market,"3582 13TH ST NW, WASHINGTON, DC 20010",B,Retail - Class B 
A BRA -080716,Active,"P & C Market, LLC",P & C Market,"1023 EAST CAPITOL ST SE, Washington, DC 20003",B,Retail - Class B 
A BRA -082173,Active,"Kyeong & Company, Inc.",New Neighborhood Market,"1611 RHODE ISLAND AVE NE, WASHINGTON, DC 20018",B,Retail - Class B 
A BRA -082376,Active,"Hope Market, Inc",Lena Market,"1206 UNDERWOOD ST NW, Washington, DC 20012",B,Retail - Class B 
A BRA -083937,Active,"DJ Sun Market, Inc",Sun Market,"415 RHODE ISLAND AVE NE, WASHINGTON, DC 20002",B,Retail - Class B 
A BRA -086085,Active,"JH Topia, Inc.",Patron Convenience Store,"3235 PENNSYLVANIA AVE SE, WASHINGTON, DC 20020",B,Retail - Class B 
A BRA -086230,Active,"HSA Investments, LLC",Sara's Market,"3008 Q ST NW, WASHINGTON, DC 20007",B,Retail - Class B 
A BRA -086607,Active,The Bodega Incorporated,The Cupboard,"1504 EAST CAPITOL ST NE, WASHINGTON, DC 20003",B,Retail - Class B 
A BRA -087621,Active,"Shipley Supermarket, Inc",Shipley Supermarket,"2283 SAVANNAH ST SE, WASHINGTON, DC 20020",B,Retail - Class B 
A BRA -087729,Active,"STT Management, LLC",U Street Wine and Beer,"1351 U ST NW, WASHINGTON, DC 20009",B,Retail - Class B 
A BRA -087999,Active,"BJ & M, Inc.",Argonne Market,"1629 COLUMBIA RD NW, WASHINGTON, DC 20009",B,Retail - Class B 
A BRA -088611,Active,L STREET MARKET INC.,7TH L Street Market,"700 L ST SE, WASHINGTON, DC 20003",B,Retail - Class B 
A BRA -088752,Active,"Hyeboong, Inc.",Hi Market,"2655 15th ST NW, WASHINGTON, DC 20009",B,Retail - Class B 
A BRA -088815,Active,Zembab Incorporated,Capitol Food Mart,"1634 North Capitol ST NW, WASHINGTON, DC",B,Retail - Class B 
A BRA -089069,Active,Askale Yaregal,Gedera Market,"4600 14TH ST NW, WASHINGTON, DC 20011",B,Retail - Class B 
A BRA -089800,Active,"NF 21, Inc.",Scheele's Market,"1331 29TH ST NW, WASHINGTON, DC 20007",B,Retail - Class B 
A BRA -090283,Active,"EMHAN, LLC",Rainbow Market,"626 KENNEDY ST NW, WASHINGTON, DC 20011",B,Retail - Class B 
A BRA -091391,Active,Walgreen Co.,Walgreens #15360,"801 7th ST NW, WASHINGTON, DC 20001",B,Retail - Class B 
A BRA -091449,Active,"A & M, Inc.",Rock Creek Market,"644 ROCK CREEK CHURCH RD NW, WASHINGTON, DC",B,Retail - Class B 
A BRA -091668,Active,"Lodging Concessions, LLC",Hampton Inn-White House Suite Shop,"1729 H ST NW, WASHINGTON, DC 20006",B,Retail - Class B 
A BRA -092095,Active,"S & H, Inc,",Streets Market & Cafe,"2400 14th ST NW, WASHINGTON, DC 20009",B,Retail - Class B 
A BRA -093257,Active,"Argyle Market, LLC",Argyle Market,"3220 17TH ST NW, #101, WASHINGTON, DC 20010",B,Retail - Class B 
A BRA -094313,Active,"Alexander Market, Inc.",Newton Food Mart,"3600 12TH ST NE, WASHINGTON, DC 20017",B,Retail - Class B 
A BRA -095245,Active,"Minnesota Store, LLC",Minnesota Store,"3728 MINNESOTA AVE NE, WASHINGTON, DC 20019",B,Retail - Class B 
A BRA -095880,Active,New Seven Market Inc,New Seven Market,"1406 GOOD HOPE RD SE, WASHINGTON, DC 20020",B,Retail - Class B 
A BRA -097721,Active,"LeDroit Market, Inc.",Ledroit Market,"1901 4TH ST NW, WASHINGTON, DC 20001",B,Retail - Class B 
A BRA -097977,Active,Cookie's Corner Inc.,Cookie's Corner,"1970 2ND ST NW, WASHINGTON, DC 20001",B,Retail - Class B 
A BRA -100234,Active,Galley Foods Inc.,Galley,"1350 Okie ST NE, WASHINGTON, DC 20002",B,Retail - Class B 
A BRA -101106,Active,"Dubai Market, LLC",Dubai Market,"3443 14TH ST NW, WASHINGTON, DC 20010",B,Retail - Class B 
A BRA -070233,Safekeeping,"Shemali's, Inc.",Shemali's,"3306 WISCONSIN AVE NW, WASHINGTON, DC 20016",B,Retail - Class B 
A BRA -077310,Safekeeping,,Sunray Market,"3205 GEORGIA AVE NW, WASHINGTON, DC 20010",B,Retail - Class B 
A BRA -088380,Safekeeping,FHRY INCORPORATED,Dollar Plus Food Store,"1443 Howard RD SE, WASHINGTON, DC 20020",B,Retail - Class B 
A BRA -079023,Active,"Yes Organic Union Row, Inc.",Yes Organic Market,"2125 14th ST NW, WASHINGTON, DC 20009",B,Retail - Grocery 
A BRA -080635,Active,El Gavilan LLC,El Gavilan Grocery,"1646 COLUMBIA RD NW, Washington, DC 20009",B,Retail - Grocery 
A BRA -081331,Active,Broad Branch Market LLC,The Broad Branch Market,"5608 BROAD BRANCH RD NW, WASHINGTON, DC 20015",B,Retail - Grocery 
A BRA -081343,Active,PTK INCORPORATED,"Night 'N"" Day 24 Hour Convenience Store","5026 BENNING RD SE, WASHINGTON, DC 20019",B,Retail - Grocery 
A BRA -081583,Active,"Safeway, Inc",Safeway,"4865 MACARTHUR BLVD NW, WASHINGTON, DC 20007",B,Retail - Grocery 
A BRA -081925,Active,Yes Organic Petworth Inc.,Yes Organic Market,"4100 GEORGIA AVE NW, Washington, DC 20011",B,Retail - Grocery 
A BRA -082176,Active,"Safeway, Inc",Safeway,"1100 4TH ST SW, Washington, DC 20024",B,Retail - Grocery 
A BRA -082296,Active,"CK Nanne, Inc.",Menick's Market,"4401 NANNIE HELEN BURROUGHS AVE NE, Washington, DC 20019",B,Retail - Grocery 
A BRA -082443,Active,"DKDC, LLC",Cork Market And Tasting Room,"1805 A 14TH ST NW, Washington, DC 20009",B,Retail - Grocery 
A BRA -082665,Active,"3rd & K Street Market, Inc.",Cornercopia,"1000 3RD ST SE, WASHINGTON, DC 20003",B,Retail - Grocery 
A BRA -082681,Active,"The Landragin Operating Company Three, LLC",Cork & Fork,"1522 14TH ST NW, Washington, DC 20005",B,Retail - Grocery 
A BRA -082766,Active,"J & K MARK'S MARKET, INC.",Mark's Market,"3933 14TH ST NW, WASHINGTON, DC 20011",B,Retail - Grocery 
A BRA -082995,Active,"Koo Sunbeam Market, Inc.",Sunbeam Market,"2324 NORTH CAPITOL ST NW, WASHINGTON, DC 20002",B,Retail - Grocery 
A BRA -083044,Active,MNS LLC,McKinley Market,"321 T ST NE, WASHINGTON, DC 20002",B,Retail - Grocery 
A BRA -083074,Active,Queen Bee LLC,Quality Convenience Store,"2922 1/2 MARTIN LUTHER KING JR AVE SE, WASHINGTON, DC 20032",B,Retail - Grocery 
A BRA -083128,Active,"Ramos Market, inc.",International Progreso Market,"3158 MOUNT PLEASANT ST NW, WASHINGTON, DC 20010",B,Retail - Grocery 
A BRA -083507,Active,"District of Columbia CVS Pharmacy, LLC",CVS Pharmacy #2104,"5013 CONNECTICUT AVE NW, WASHINGTON, DC 20008",B,Retail - Grocery 
A BRA -084354,Active,Walgreens Co.,Walgreens #10311,"3524 CONNECTICUT AVE NW, WASHINGTON, DC 20008",B,Retail - Grocery 
A BRA -084429,Active,Hi Suk Corporation,Brightwood Supermarket,"100 Kennedy ST NW, WASHINGTON, DC 20011",B,Retail - Grocery 
A BRA -086078,Active,"ME & JJJS, INC.",Family Food and Delicatessen Store,"3713 NEW HAMPSHIRE AVE NW, WASHINGTON, DC 20010",B,Retail - Grocery 
A BRA -086305,Active,"Y & H TRADING, INC.",1101 Convenience Mart,"1101 H ST NE, WASHINGTON, DC 20002",B,Retail - Grocery 
A BRA -086718,Active,JS2Y Corporation,Flagler Market,"2200 FLAGLER PL NW, WASHINGTON, DC 20001",B,Retail - Grocery 
A BRA -086916,Active,Whole Foods Market Group Inc,Whole Foods Market,"2201 I ST NW, WASHINGTON, DC 20037",B,Retail - Grocery 
A BRA -087466,Active,"Shepherd Market, LLC",Shepherd Market,"1247 Shepherd ST NW, WASHINGTON, DC 20011",B,Retail - Grocery 
A BRA -088858,Active,"Liff's Market, LLC",Liff's Market,"600 ALABAMA AVE SE, WASHINGTON, DC 20032",B,Retail - Grocery 
A BRA -088966,Active,Hanmi Corp,Best World Supermarket,"3178 MOUNT PLEASANT ST NW, WASHINGTON, DC 20010",B,Retail - Grocery 
A BRA -089668,Active,"HYUN, INC.",MIMI's CONVENIENCE,"5435 MacArthur BLVD NW, WASHINGTON, DC",B,Retail - Grocery 
A BRA -089932,Active,ADDIS INCORPORATED,King Convenience Store,"1535 U ST SE, WASHINGTON, DC",B,Retail - Grocery 
A BRA -090082,Active,"GLEN'S GARDEN MARKET, LLC",GLEN'S GARDEN MA RKET,"2001 S ST NW, WASHINGTON, DC 20009",B,Retail - Grocery 
A BRA -090326,Active,"Metaril, LLC",Prego Again,"1617 17TH ST NW, WASHINGTON, DC 20009",B,Retail - Grocery 
A BRA -090417,Active,"MHAT & DM, LLC",Avenue Supermarket,"5010 NEW HAMPSHIRE AVE NW, Washington, DC 20011",B,Retail - Grocery 
A BRA -090618,Active,"Anseba GE, Inc",Bless 7 to 10 Market,"434 SHEPHERD ST NW, WASHINGTON, DC 20011",B,Retail - Grocery 
A BRA -090639,Active,Midagra L.L.C.,DCanter,"545 8th ST SE, WASHINGTON, DC",B,Retail - Grocery 
A BRA -090684,Active,"IVZ, LLC",J & K Market,"234 15TH ST NE, WASHINGTON, DC 20002",B,Retail - Grocery 
A BRA -091021,Active,"Capitol Market, LLC",Capitol Market,"2501 NORTH CAPITOL ST NE, WASHINGTON, DC 20002",B,Retail - Grocery 
A BRA -091952,Active,"Giant of Maryland, LLC",Giant #2381,"300 H ST NE, WASHINGTON, DC 20002",B,Retail - Grocery 
A BRA -092202,Active,"Wal-Mart Stores East, LP",Wal-Mart,"99 H ST NW, WASHINGTON, DC 20001",B,Retail - Grocery 
A BRA -092424,Active,"YHKims, Inc.",Marbi's Newstand,"1730 RHODE ISLAND AVE NW, WASHINGTON, DC 20036",B,Retail - Grocery 
A BRA -092449,Active,"Each Peach, LLC",Each Peach Market,"3068 MOUNT PLEASANT ST NW, WASHINGTON, DC 20009",B,Retail - Grocery 
A BRA -092730,Active,Wagshal's 3201 LLC,Wagshal's,"3201 NEW MEXICO AVE NW, WASHINGTON, DC 20016",B,Retail - Grocery 
A BRA -092834,Active,Little Red Fox LLC,Little Red Fox,"5035 CONNECTICUT AVE NW, WASHINGTON, DC 20008",B,Retail - Grocery 
A BRA -092842,Active,Giant of Maryland LLC,Giant #2376,"1400 7TH ST NW, WASHINGTON, DC 20001",B,Retail - Grocery 
A BRA -093455,Active,"Trader Joe's East, Inc.",Trader Joe's #662,"1914 14TH ST NW, WASHINGTON, DC 20009",B,Retail - Grocery 
A BRA -093687,Active,"Radici Uno (One Root), LLC",Radici,"301 7th ST SE, WASHINGTON, DC 20003",B,Retail - Grocery 
A BRA -093808,Active,BIN & AB LLC,Gray's Market,"3306 GEORGIA AVE NW, Washington, DC 20010",B,Retail - Grocery 
A BRA -093817,Active,SUN RISING INC,7 Food Store,"1830 BENNING RD NE, Washington, DC 20002",B,Retail - Grocery 
A BRA -093822,Active,"Safeway, Inc",Safeway,"3830 GEORGIA AVE NW, WASHINGTON, DC 20011",B,Retail - Grocery 
A BRA -093871,Active,"G & H, Inc.",Chesapeake Big Market,"601 CHESAPEAKE ST SE, Washington, DC 20032",B,Retail - Grocery 
A BRA -093974,Active,"S & A Deli, Inc.",Good Hope Deli & Market,"1736 Good Hope RD SE, Washington, DC 20020",B,Retail - Grocery 
A BRA -094098,Active,ALDI INC.(MARYLAND),ALDI INC (MARYLAND),"901 17TH ST NE, WASHINGTON, DC 20002",B,Retail - Grocery 
A BRA -094127,Active,Bella Market LLC,Economy Market,"1804 D ST NE, Washington, DC 20002",B,Retail - Grocery 
A BRA -094175,Active,4Corner Inc,4Corner,"440 KENNEDY ST NW, WASHINGTON, DC 20011",B,Retail - Grocery 
A BRA -094207,Active,"SIMPLY SMILES, LLC",Simply Smiles,"333 E ST SW, Washington, DC 20024",B,Retail - Grocery 
A BRA -094430,Active,"ABUSH, LLC",DC Mini Supermarket,"1828 1ST ST NW, Washington, DC 20001",B,Retail - Grocery 
A BRA -094783,Active,"Wade Road, Inc.",Charles Corner,"2600 WADE RD SE, WASHINGTON, DC 20020",B,Retail - Grocery 
A BRA -095044,Active,S & L LLC,Midnight Delicatessen,"4701 GEORGIA AVE NW, WASHINGTON, DC 20011",B,Retail - Grocery 
A BRA -095112,Active,"Harris Teeter, LLC",Harris Teeter,"401 M ST SE, WASHINGTON, DC 20003",B,Retail - Grocery 
